Custid,Dayswus,Age,Edu,Income,Freq,Recency,Monetary,LTV,Perdeal,Dryred,Sweetred,Drywh,Sweetwh,Dessert,Exotic,WebPurchase,WebVisit,YearsAsCustomer,logIncome,logLTV,FrequencyScore,RecencyScore,MonetaryScore,RFM
3696,574.0,25.0,19.0,38352.0,1.0,516.0,12.0,-3.0,89.0,71.0,1.0,27.0,1.0,0.0,16.0,68.0,8.0,1.6,10.554561956674165,0.0,1,1,1,3
3697,1221.0,53.0,16.0,71819.0,13.0,84.0,441.0,150.0,12.0,79.0,1.0,18.0,1.0,0.0,10.0,54.0,6.0,3.3,11.181904343985003,5.0106352940962555,3,1,3,7
3698,807.0,33.0,16.0,40274.0,5.0,16.0,81.0,-7.0,62.0,16.0,9.0,66.0,8.0,1.0,36.0,73.0,9.0,2.2,10.60346137843835,0.0,2,4,2,8
3699,953.0,36.0,14.0,54883.0,5.0,78.0,90.0,-11.0,68.0,44.0,2.0,38.0,7.0,9.0,47.0,63.0,8.0,2.6,10.912958925628738,0.0,2,2,2,6
3700,854.0,49.0,15.0,74081.0,4.0,85.0,92.0,32.0,10.0,41.0,11.0,25.0,11.0,13.0,55.0,55.0,4.0,2.3,11.212914368149038,3.4657359027997265,1,1,2,4
3701,827.0,50.0,15.0,75175.0,12.0,26.0,395.0,-44.0,61.0,91.0,0.0,8.0,0.0,0.0,25.0,62.0,8.0,2.3,11.22757400785673,0.0,2,4,3,9
3702,818.0,71.0,19.0,126271.0,41.0,27.0,2166.0,739.0,0.0,50.0,3.0,43.0,0.0,4.0,1.0,15.0,2.0,2.2,11.746185669938866,6.6052979209482015,4,3,4,11
3703,820.0,38.0,16.0,45658.0,2.0,4.0,30.0,-14.0,87.0,36.0,3.0,54.0,2.0,5.0,3.0,59.0,7.0,2.2,10.728934117109558,0.0,1,4,1,6
3704,690.0,62.0,18.0,97227.0,10.0,23.0,299.0,106.0,14.0,60.0,10.0,18.0,8.0,5.0,9.0,31.0,2.0,1.9,11.484803729653205,4.663439094112067,2,4,2,8
3705,1011.0,20.0,14.0,27366.0,4.0,89.0,50.0,-7.0,80.0,15.0,16.0,22.0,14.0,33.0,38.0,63.0,8.0,2.8,10.217056645939756,0.0,1,1,1,3
3706,1223.0,55.0,18.0,85979.0,35.0,91.0,1788.0,906.0,9.0,57.0,4.0,30.0,7.0,1.0,27.0,30.0,7.0,3.4,11.361858359370867,6.80903930604298,4,1,4,9
3707,676.0,69.0,15.0,87513.0,20.0,92.0,825.0,301.0,3.0,69.0,4.0,24.0,0.0,2.0,3.0,11.0,1.0,1.9,11.379542632738636,5.707110264748875,3,1,3,7
3708,734.0,53.0,15.0,90020.0,19.0,4.0,766.0,218.0,19.0,79.0,0.0,18.0,1.0,2.0,14.0,53.0,6.0,2.0,11.407787146846923,5.384495062789089,3,4,3,10
3709,1011.0,34.0,15.0,45973.0,7.0,42.0,185.0,21.0,33.0,28.0,8.0,50.0,5.0,9.0,64.0,54.0,8.0,2.8,10.735809546623079,3.044522437723423,2,3,2,7
3710,865.0,53.0,19.0,79815.0,16.0,37.0,599.0,180.0,8.0,82.0,1.0,12.0,2.0,3.0,1.0,42.0,5.0,2.4,11.28746673569858,5.19295685089021,3,3,3,9
3711,998.0,73.0,17.0,110343.0,29.0,35.0,1412.0,677.0,2.0,44.0,12.0,37.0,4.0,3.0,1.0,11.0,1.0,2.7,11.61134897514632,6.517671272912275,4,3,4,11
3712,803.0,67.0,17.0,101740.0,33.0,1.0,1665.0,546.0,1.0,50.0,10.0,32.0,0.0,8.0,9.0,23.0,2.0,2.2,11.530175818376756,6.302618975744905,4,4,4,12
3713,701.0,44.0,16.0,58795.0,1.0,265.0,20.0,-4.0,70.0,60.0,7.0,23.0,3.0,7.0,36.0,59.0,6.0,1.9,10.981812096257515,0.0,1,1,1,3
3714,888.0,63.0,19.0,82472.0,12.0,24.0,396.0,19.0,42.0,82.0,0.0,13.0,2.0,3.0,0.0,35.0,4.0,2.4,11.320214120776221,2.9444389791664403,2,4,3,9
3715,1068.0,62.0,19.0,90624.0,23.0,37.0,1018.0,440.0,5.0,58.0,8.0,24.0,10.0,0.0,1.0,29.0,4.0,2.9,11.414474357613337,6.0867747269123065,3,3,3,9
3716,562.0,42.0,16.0,59145.0,4.0,19.0,45.0,-8.0,72.0,46.0,2.0,32.0,12.0,8.0,3.0,45.0,3.0,1.5,10.987747334979836,0.0,1,4,1,6
3717,866.0,60.0,19.0,76409.0,14.0,78.0,494.0,63.0,32.0,53.0,0.0,41.0,3.0,3.0,8.0,27.0,4.0,2.4,11.243855769263734,4.143134726391533,3,2,3,8
3718,668.0,35.0,16.0,52852.0,1.0,417.0,13.0,-3.0,81.0,34.0,23.0,15.0,5.0,22.0,22.0,49.0,4.0,1.8,10.875250833534107,0.0,1,1,1,3
3719,572.0,67.0,15.0,119774.0,37.0,49.0,1921.0,988.0,0.0,33.0,19.0,30.0,5.0,13.0,22.0,10.0,1.0,1.6,11.693361912728784,6.895682697747868,4,3,4,11
3720,1158.0,25.0,19.0,11719.0,5.0,72.0,118.0,-27.0,88.0,57.0,1.0,39.0,2.0,2.0,9.0,63.0,9.0,3.2,9.368966735258603,0.0,2,2,2,6
3721,1036.0,32.0,15.0,54164.0,10.0,77.0,300.0,76.0,18.0,17.0,9.0,54.0,10.0,10.0,6.0,57.0,7.0,2.8,10.899771760102714,4.330733340286331,2,2,2,6
3722,721.0,53.0,15.0,78651.0,14.0,9.0,483.0,108.0,19.0,34.0,7.0,42.0,6.0,11.0,5.0,46.0,6.0,2.0,11.272775622963763,4.68213122712422,3,4,3,10
3723,693.0,41.0,14.0,57748.0,4.0,42.0,91.0,16.0,29.0,47.0,9.0,38.0,1.0,5.0,34.0,51.0,5.0,1.9,10.963843995749706,2.772588722239781,1,3,2,6
3724,1048.0,64.0,19.0,110222.0,29.0,47.0,1413.0,533.0,9.0,91.0,1.0,6.0,1.0,1.0,13.0,35.0,6.0,2.9,11.610251792799726,6.278521424165844,4,3,4,11
3725,1117.0,29.0,20.0,55385.0,14.0,8.0,484.0,14.0,45.0,52.0,2.0,37.0,0.0,9.0,4.0,58.0,8.0,3.1,10.922064077951033,2.6390573296152584,3,4,3,10
3726,808.0,68.0,15.0,94514.0,21.0,65.0,886.0,354.0,7.0,46.0,8.0,27.0,9.0,10.0,6.0,24.0,2.0,2.2,11.456503250657128,5.869296913133774,3,2,3,8
3727,798.0,42.0,14.0,55400.0,2.0,79.0,42.0,-3.0,59.0,51.0,4.0,35.0,7.0,3.0,13.0,47.0,6.0,2.2,10.922334872735375,0.0,1,1,1,3
3728,830.0,76.0,18.0,103036.0,25.0,87.0,1150.0,630.0,3.0,44.0,4.0,44.0,4.0,4.0,0.0,28.0,4.0,2.3,11.542833720708893,6.4457198193855785,4,1,4,9
3729,668.0,41.0,16.0,62720.0,9.0,29.0,261.0,40.0,27.0,70.0,1.0,24.0,2.0,3.0,24.0,47.0,5.0,1.8,11.04643565502429,3.6888794541139363,2,3,2,7
3730,962.0,41.0,15.0,55947.0,3.0,56.0,64.0,-2.0,53.0,36.0,2.0,55.0,3.0,4.0,6.0,54.0,7.0,2.6,10.932160092999556,0.0,1,2,1,4
3731,1034.0,77.0,19.0,118307.0,39.0,99.0,2046.0,651.0,1.0,57.0,3.0,36.0,1.0,3.0,1.0,6.0,1.0,2.8,11.68103821981354,6.478509642208569,4,1,4,9
3732,922.0,50.0,18.0,77576.0,22.0,59.0,954.0,414.0,14.0,80.0,1.0,16.0,3.0,0.0,7.0,38.0,7.0,2.5,11.259013379984383,6.025865973825314,3,2,3,8
3733,983.0,37.0,14.0,58294.0,4.0,76.0,55.0,-20.0,84.0,46.0,6.0,37.0,6.0,5.0,60.0,40.0,3.0,2.7,10.973254451090401,0.0,1,2,1,4
3734,862.0,76.0,14.0,120913.0,43.0,78.0,2287.0,759.0,0.0,29.0,0.0,55.0,15.0,1.0,5.0,10.0,2.0,2.4,11.702826557704004,6.63200177739563,4,2,4,10
3735,788.0,75.0,15.0,98977.0,27.0,54.0,1275.0,545.0,1.0,23.0,5.0,58.0,5.0,9.0,12.0,11.0,1.0,2.2,11.50264277889318,6.300785794663244,4,2,4,10
3736,703.0,47.0,18.0,76128.0,14.0,38.0,491.0,128.0,20.0,89.0,1.0,7.0,2.0,1.0,7.0,42.0,5.0,1.9,11.240171413102685,4.852030263919617,3,3,3,9
3737,770.0,22.0,16.0,29065.0,2.0,94.0,31.0,-1.0,58.0,28.0,11.0,37.0,20.0,4.0,8.0,56.0,6.0,2.1,10.277289980135452,0.0,1,1,1,3
3738,788.0,62.0,17.0,78074.0,15.0,65.0,539.0,76.0,35.0,49.0,8.0,39.0,2.0,2.0,4.0,25.0,3.0,2.2,11.265412373872007,4.330733340286331,3,2,3,8
3739,611.0,48.0,16.0,66320.0,2.0,13.0,42.0,8.0,23.0,49.0,12.0,32.0,2.0,6.0,28.0,52.0,5.0,1.7,11.102246789809177,2.0794415416798357,1,4,1,6
3740,762.0,45.0,18.0,64941.0,10.0,7.0,306.0,55.0,27.0,89.0,1.0,8.0,1.0,1.0,13.0,53.0,6.0,2.1,11.081234444367965,4.007333185232471,2,4,2,8
3741,975.0,39.0,20.0,51603.0,5.0,6.0,119.0,-25.0,70.0,68.0,2.0,27.0,2.0,1.0,31.0,59.0,6.0,2.7,10.851335089314501,0.0,2,4,2,8
3742,1078.0,67.0,17.0,120947.0,42.0,57.0,2227.0,660.0,1.0,26.0,2.0,43.0,15.0,15.0,20.0,15.0,2.0,3.0,11.703107712092692,6.492239835020471,4,2,4,10
3743,823.0,34.0,17.0,48593.0,7.0,84.0,186.0,14.0,35.0,40.0,1.0,50.0,5.0,4.0,18.0,60.0,8.0,2.3,10.791234766593037,2.6390573296152584,2,1,2,5
3744,666.0,57.0,19.0,86865.0,15.0,88.0,543.0,264.0,6.0,35.0,4.0,47.0,5.0,9.0,18.0,31.0,3.0,1.8,11.372110468328,5.575949103146316,3,1,3,7
3745,599.0,49.0,19.0,68866.0,7.0,81.0,186.0,65.0,17.0,82.0,2.0,12.0,1.0,3.0,4.0,53.0,5.0,1.6,11.139917866410599,4.174387269895637,2,1,2,5
3746,803.0,44.0,18.0,56225.0,2.0,20.0,32.0,-7.0,76.0,61.0,3.0,31.0,2.0,3.0,8.0,61.0,8.0,2.2,10.937116776827516,0.0,1,4,1,6
3747,768.0,29.0,18.0,42317.0,5.0,2.0,85.0,-4.0,58.0,26.0,9.0,53.0,1.0,11.0,2.0,40.0,5.0,2.1,10.652944175550665,0.0,2,4,2,8
3748,1110.0,65.0,16.0,78190.0,21.0,11.0,896.0,216.0,11.0,59.0,8.0,20.0,1.0,11.0,19.0,31.0,4.0,3.0,11.26689704111856,5.375278407684165,3,4,3,10
3749,999.0,30.0,18.0,31214.0,3.0,8.0,38.0,-3.0,60.0,33.0,5.0,48.0,4.0,10.0,2.0,55.0,7.0,2.7,10.3486219911025,0.0,1,4,1,6
3750,814.0,30.0,17.0,34486.0,3.0,0.0,45.0,6.0,32.0,50.0,5.0,34.0,6.0,6.0,1.0,49.0,5.0,2.2,10.448308723560077,1.791759469228055,1,4,1,6
3751,1215.0,18.0,12.0,31977.0,5.0,4.0,122.0,1.0,48.0,10.0,29.0,36.0,2.0,23.0,43.0,68.0,9.0,3.3,10.372772173357246,0.0,2,4,2,8
3752,1243.0,19.0,13.0,20114.0,2.0,82.0,23.0,-2.0,65.0,5.0,40.0,16.0,34.0,5.0,33.0,61.0,7.0,3.4,9.909171369004426,0.0,1,1,1,3
3753,1110.0,37.0,17.0,52178.0,3.0,20.0,65.0,-9.0,68.0,68.0,0.0,25.0,4.0,3.0,20.0,56.0,7.0,3.0,10.862416229094517,0.0,1,4,2,7
3754,1183.0,45.0,14.0,51364.0,7.0,23.0,181.0,34.0,27.0,48.0,3.0,36.0,5.0,8.0,43.0,44.0,6.0,3.2,10.846692816951165,3.5263605246161616,2,4,2,8
3755,1066.0,61.0,15.0,88205.0,26.0,67.0,1204.0,394.0,10.0,56.0,3.0,31.0,3.0,7.0,1.0,38.0,6.0,2.9,11.387418929730506,5.976350909297934,4,2,4,10
3756,754.0,47.0,16.0,55214.0,5.0,11.0,121.0,34.0,12.0,31.0,27.0,32.0,7.0,3.0,15.0,46.0,6.0,2.1,10.918971823296669,3.5263605246161616,2,4,2,8
3757,650.0,69.0,19.0,89139.0,21.0,11.0,896.0,101.0,41.0,71.0,1.0,24.0,2.0,2.0,3.0,50.0,7.0,1.8,11.397952228129341,4.61512051684126,3,4,3,10
3758,1128.0,63.0,17.0,93993.0,25.0,86.0,1141.0,450.0,16.0,36.0,6.0,47.0,0.0,11.0,5.0,54.0,8.0,3.1,11.45097559039415,6.1092475827643655,4,1,4,9
3759,1004.0,40.0,19.0,62945.0,1.0,0.0,19.0,-3.0,80.0,78.0,0.0,18.0,0.0,3.0,34.0,57.0,8.0,2.8,11.050016608200359,0.0,1,4,1,6
3760,737.0,19.0,13.0,27895.0,4.0,35.0,40.0,-15.0,83.0,15.0,17.0,20.0,24.0,24.0,47.0,47.0,6.0,2.0,10.236202740279628,0.0,1,3,1,5
3761,612.0,19.0,13.0,35564.0,4.0,82.0,44.0,-6.0,81.0,16.0,1.0,28.0,20.0,35.0,36.0,70.0,7.0,1.7,10.47908916924103,0.0,1,1,1,3
3762,741.0,61.0,16.0,84534.0,14.0,2.0,489.0,206.0,10.0,52.0,11.0,26.0,7.0,4.0,3.0,36.0,4.0,2.0,11.344909099281331,5.327876168789581,3,4,3,10
3763,741.0,78.0,18.0,123004.0,42.0,36.0,2225.0,695.0,2.0,54.0,2.0,39.0,3.0,2.0,1.0,21.0,4.0,2.0,11.719972154150984,6.543911845564792,4,3,4,11
3764,1206.0,32.0,18.0,47217.0,1.0,163.0,19.0,0.0,46.0,34.0,28.0,35.0,0.0,3.0,72.0,61.0,7.0,3.3,10.76250927621971,0.0,1,1,1,3
3765,1023.0,65.0,18.0,100190.0,26.0,6.0,1216.0,191.0,24.0,72.0,2.0,23.0,2.0,0.0,5.0,31.0,5.0,2.8,11.514823662253308,5.25227342804663,4,4,4,12
3766,684.0,52.0,17.0,77656.0,20.0,57.0,826.0,177.0,14.0,80.0,2.0,14.0,2.0,2.0,3.0,46.0,5.0,1.9,11.260044095392063,5.176149732573829,3,2,3,8
3767,1213.0,34.0,20.0,50495.0,4.0,68.0,93.0,-5.0,57.0,37.0,7.0,35.0,9.0,12.0,79.0,59.0,7.0,3.3,10.829629600460658,0.0,1,2,2,5
3768,672.0,59.0,17.0,67976.0,3.0,68.0,66.0,28.0,12.0,84.0,2.0,13.0,1.0,1.0,5.0,34.0,3.0,1.8,11.126909980683378,3.332204510175204,1,2,2,5
3769,797.0,72.0,17.0,102009.0,37.0,33.0,1914.0,1015.0,1.0,49.0,2.0,38.0,6.0,5.0,1.0,8.0,1.0,2.2,11.53281632366802,6.922643891475888,4,3,4,11
3770,924.0,60.0,18.0,65967.0,16.0,29.0,594.0,166.0,22.0,65.0,4.0,16.0,7.0,7.0,33.0,12.0,2.0,2.5,11.09690989596688,5.111987788356544,3,3,3,9
3771,1077.0,37.0,20.0,39004.0,4.0,68.0,73.0,-32.0,89.0,83.0,1.0,15.0,0.0,1.0,3.0,61.0,8.0,3.0,10.57141948395501,0.0,1,2,2,5
3772,969.0,36.0,18.0,47721.0,2.0,94.0,34.0,-11.0,77.0,80.0,1.0,17.0,1.0,2.0,11.0,65.0,8.0,2.7,10.77312683156647,0.0,1,1,1,3
3773,1161.0,50.0,15.0,72089.0,14.0,88.0,483.0,159.0,16.0,20.0,8.0,31.0,37.0,4.0,12.0,43.0,6.0,3.2,11.185656745752961,5.0689042022202315,3,1,3,7
3774,859.0,76.0,16.0,109228.0,37.0,88.0,1920.0,921.0,1.0,16.0,5.0,54.0,13.0,11.0,12.0,20.0,3.0,2.4,11.60119271968186,6.825460036255307,4,1,4,9
3775,1191.0,35.0,19.0,53745.0,1.0,19.0,20.0,-2.0,67.0,67.0,2.0,25.0,3.0,3.0,27.0,60.0,8.0,3.3,10.892005918407165,0.0,1,4,1,6
3776,832.0,60.0,18.0,91214.0,20.0,14.0,833.0,127.0,26.0,77.0,2.0,18.0,1.0,2.0,15.0,25.0,3.0,2.3,11.420963673053087,4.844187086458591,3,4,3,10
3777,754.0,70.0,20.0,89970.0,28.0,66.0,1337.0,387.0,5.0,68.0,1.0,30.0,1.0,0.0,3.0,15.0,2.0,2.1,11.407231560411164,5.958424693029782,4,2,4,10
3778,1167.0,53.0,19.0,81068.0,25.0,61.0,1141.0,546.0,8.0,90.0,0.0,9.0,0.0,0.0,8.0,28.0,6.0,3.2,11.303043587639204,6.302618975744905,4,2,4,10
3779,647.0,36.0,16.0,53171.0,4.0,86.0,74.0,-27.0,82.0,47.0,10.0,31.0,8.0,4.0,16.0,53.0,6.0,1.8,10.881268413919793,0.0,1,1,2,4
3780,983.0,22.0,16.0,50847.0,4.0,69.0,74.0,-4.0,62.0,12.0,21.0,37.0,1.0,28.0,45.0,66.0,8.0,2.7,10.836576402686164,0.0,1,2,2,5
3781,1221.0,35.0,17.0,59148.0,6.0,19.0,151.0,-14.0,63.0,38.0,14.0,42.0,4.0,1.0,3.0,44.0,6.0,3.3,10.987798056493379,0.0,2,4,2,8
3782,842.0,27.0,17.0,50468.0,3.0,43.0,41.0,-2.0,57.0,24.0,1.0,43.0,22.0,10.0,62.0,63.0,6.0,2.3,10.829094751047633,0.0,1,3,1,5
3783,870.0,31.0,15.0,36082.0,2.0,94.0,40.0,-3.0,62.0,74.0,1.0,22.0,0.0,3.0,15.0,61.0,9.0,2.4,10.493549405012748,0.0,1,1,1,3
3784,902.0,72.0,19.0,91221.0,29.0,60.0,1406.0,555.0,4.0,42.0,4.0,46.0,2.0,7.0,5.0,19.0,3.0,2.5,11.421040412713825,6.318968113746434,4,2,4,10
3785,1044.0,31.0,16.0,32348.0,4.0,45.0,53.0,-16.0,93.0,52.0,2.0,41.0,3.0,2.0,6.0,73.0,9.0,2.9,10.384307474215714,0.0,1,3,1,5
3786,604.0,26.0,19.0,49867.0,3.0,14.0,48.0,-2.0,57.0,41.0,7.0,41.0,6.0,4.0,8.0,65.0,7.0,1.7,10.817114740324042,0.0,1,4,1,6
3787,1190.0,51.0,16.0,68722.0,11.0,63.0,339.0,61.0,24.0,81.0,0.0,16.0,1.0,2.0,2.0,41.0,5.0,3.3,11.137824659843483,4.110873864173311,2,2,2,6
3788,1205.0,65.0,15.0,101387.0,32.0,84.0,1596.0,908.0,4.0,23.0,7.0,41.0,29.0,0.0,9.0,14.0,3.0,3.3,11.526700156792035,6.811244378601294,4,1,4,9
3789,865.0,64.0,18.0,81878.0,22.0,100.0,952.0,337.0,9.0,65.0,3.0,20.0,8.0,4.0,10.0,29.0,4.0,2.4,11.312985613487655,5.820082930352362,3,1,3,7
3790,1076.0,69.0,18.0,100899.0,31.0,54.0,1530.0,638.0,1.0,43.0,1.0,39.0,4.0,12.0,9.0,11.0,1.0,2.9,11.521875295489814,6.45833828334479,4,2,4,10
3791,997.0,22.0,16.0,20613.0,3.0,68.0,47.0,-2.0,62.0,13.0,16.0,37.0,29.0,4.0,13.0,63.0,7.0,2.7,9.933677223699185,0.0,1,2,1,4
3792,704.0,54.0,18.0,86488.0,15.0,9.0,541.0,121.0,24.0,94.0,1.0,4.0,1.0,1.0,2.0,49.0,5.0,1.9,11.367760954972608,4.795790545596741,3,4,3,10
3793,629.0,51.0,17.0,80698.0,15.0,22.0,541.0,192.0,19.0,83.0,1.0,13.0,1.0,2.0,3.0,53.0,5.0,1.7,11.298469070803472,5.2574953720277815,3,4,3,10
3794,1070.0,70.0,17.0,90791.0,27.0,96.0,1284.0,639.0,2.0,63.0,4.0,28.0,2.0,2.0,1.0,22.0,4.0,2.9,11.416315440734046,6.459904454377535,4,1,4,9
3795,617.0,52.0,16.0,78703.0,10.0,46.0,300.0,55.0,24.0,72.0,3.0,19.0,2.0,4.0,6.0,38.0,4.0,1.7,11.273436553119883,4.007333185232471,2,3,2,7
3796,850.0,35.0,18.0,59387.0,1.0,60.0,19.0,2.0,39.0,67.0,1.0,27.0,4.0,1.0,16.0,63.0,7.0,2.3,10.991830626179583,0.6931471805599453,1,2,1,4
3797,1060.0,25.0,19.0,38265.0,2.0,66.0,41.0,-4.0,61.0,54.0,2.0,41.0,1.0,2.0,12.0,59.0,8.0,2.9,10.55229091924402,0.0,1,2,1,4
3798,721.0,52.0,18.0,73207.0,5.0,27.0,81.0,-9.0,68.0,57.0,1.0,25.0,6.0,10.0,8.0,40.0,2.0,2.0,11.201046323792598,0.0,2,3,2,7
3799,952.0,42.0,16.0,46599.0,4.0,73.0,91.0,-5.0,58.0,62.0,5.0,30.0,2.0,1.0,10.0,50.0,6.0,2.6,10.749334360656016,0.0,1,2,2,5
3800,670.0,71.0,17.0,94278.0,23.0,47.0,1020.0,370.0,1.0,40.0,6.0,27.0,24.0,2.0,1.0,11.0,1.0,1.8,11.454003143418186,5.91350300563827,3,3,3,9
3801,570.0,78.0,15.0,103124.0,24.0,28.0,1083.0,409.0,1.0,21.0,14.0,53.0,7.0,5.0,28.0,11.0,1.0,1.6,11.54368742662027,6.013715156042802,3,3,4,10
3802,1096.0,59.0,18.0,82086.0,33.0,50.0,1666.0,731.0,6.0,77.0,0.0,20.0,1.0,2.0,3.0,16.0,4.0,3.0,11.31552275714817,6.594413459749778,4,3,4,11
3803,911.0,56.0,16.0,96084.0,17.0,3.0,645.0,180.0,9.0,28.0,5.0,54.0,9.0,5.0,14.0,30.0,2.0,2.5,11.472978087860634,5.19295685089021,3,4,3,10
3804,913.0,69.0,20.0,98218.0,24.0,63.0,1074.0,632.0,3.0,43.0,4.0,43.0,5.0,5.0,0.0,18.0,3.0,2.5,11.494944776934279,6.448889394146858,3,2,3,8
3805,1194.0,48.0,17.0,62462.0,16.0,73.0,601.0,201.0,22.0,87.0,0.0,12.0,0.0,0.0,8.0,68.0,9.0,3.3,11.04231365081754,5.303304908059076,3,2,3,8
3806,630.0,33.0,17.0,49041.0,3.0,16.0,52.0,2.0,44.0,57.0,3.0,33.0,1.0,7.0,25.0,78.0,8.0,1.7,10.800411961919318,0.6931471805599453,1,4,1,6
3807,1169.0,30.0,14.0,30686.0,3.0,34.0,48.0,2.0,41.0,31.0,2.0,39.0,1.0,27.0,14.0,66.0,8.0,3.2,10.331561803505151,0.6931471805599453,1,3,1,5
3808,1102.0,62.0,19.0,72745.0,19.0,25.0,773.0,205.0,22.0,70.0,3.0,22.0,3.0,2.0,38.0,25.0,4.0,3.0,11.194715454149488,5.3230099791384085,3,4,3,10
3809,776.0,52.0,18.0,79138.0,10.0,53.0,299.0,66.0,28.0,78.0,1.0,18.0,1.0,2.0,5.0,55.0,6.0,2.1,11.278948442949623,4.189654742026425,2,2,2,6
3810,989.0,52.0,14.0,62082.0,21.0,94.0,895.0,186.0,18.0,87.0,1.0,10.0,1.0,1.0,11.0,55.0,8.0,2.7,11.036211370833005,5.225746673713202,3,1,3,7
3811,883.0,74.0,18.0,103687.0,26.0,40.0,1206.0,602.0,9.0,84.0,1.0,14.0,1.0,1.0,10.0,36.0,5.0,2.4,11.549132024739135,6.400257445308821,4,3,4,11
3812,854.0,38.0,16.0,48428.0,1.0,505.0,15.0,-6.0,86.0,77.0,2.0,19.0,1.0,1.0,30.0,40.0,5.0,2.3,10.787833437827631,0.0,1,1,1,3
3813,1069.0,69.0,17.0,114925.0,40.0,82.0,2110.0,664.0,1.0,46.0,8.0,37.0,4.0,5.0,11.0,14.0,3.0,2.9,11.652035020674429,6.498282149476434,4,1,4,9
3814,1217.0,27.0,19.0,38151.0,4.0,47.0,71.0,-5.0,64.0,45.0,7.0,46.0,1.0,1.0,8.0,60.0,8.0,3.3,10.549307248688857,0.0,1,3,2,6
3815,615.0,51.0,16.0,83548.0,12.0,56.0,396.0,93.0,28.0,77.0,2.0,18.0,1.0,2.0,33.0,43.0,4.0,1.7,11.333176595975207,4.532599493153256,2,2,3,7
3816,1045.0,74.0,15.0,104501.0,30.0,88.0,1465.0,822.0,3.0,61.0,4.0,29.0,2.0,3.0,3.0,27.0,4.0,2.9,11.556951919719207,6.71174039505618,4,1,4,9
3817,1084.0,45.0,17.0,53951.0,16.0,78.0,590.0,43.0,40.0,72.0,3.0,20.0,1.0,4.0,7.0,47.0,8.0,3.0,10.895831506195684,3.7612001156935624,3,2,3,8
3818,1168.0,26.0,14.0,47497.0,14.0,27.0,484.0,75.0,28.0,21.0,9.0,32.0,7.0,31.0,28.0,62.0,8.0,3.2,10.768421830133452,4.31748811353631,3,3,3,9
3819,926.0,44.0,14.0,66428.0,2.0,94.0,36.0,-5.0,69.0,41.0,2.0,28.0,0.0,28.0,41.0,44.0,6.0,2.5,11.103873933326645,0.0,1,1,1,3
3820,581.0,70.0,17.0,92837.0,24.0,79.0,1074.0,490.0,6.0,68.0,2.0,17.0,5.0,8.0,3.0,54.0,6.0,1.6,11.43860054620837,6.194405391104672,3,1,3,7
3821,752.0,47.0,20.0,65949.0,11.0,95.0,340.0,107.0,14.0,81.0,0.0,18.0,0.0,0.0,4.0,55.0,6.0,2.1,11.096636995028227,4.672828834461906,2,1,2,5
3822,661.0,78.0,14.0,109767.0,39.0,30.0,2040.0,748.0,1.0,46.0,7.0,37.0,6.0,4.0,9.0,14.0,2.0,1.8,11.606115216436345,6.617402977974478,4,3,4,11
3823,760.0,66.0,14.0,104662.0,32.0,44.0,1597.0,746.0,1.0,13.0,16.0,28.0,42.0,0.0,14.0,17.0,2.0,2.1,11.558491389241034,6.61472560020376,4,3,4,11
3824,818.0,29.0,17.0,34675.0,2.0,66.0,30.0,2.0,39.0,30.0,8.0,50.0,10.0,3.0,10.0,67.0,8.0,2.2,10.453774245183032,0.6931471805599453,1,2,1,4
3825,623.0,57.0,19.0,72092.0,9.0,79.0,254.0,88.0,18.0,80.0,0.0,11.0,6.0,3.0,4.0,41.0,4.0,1.7,11.185698360112696,4.477336814478207,2,1,2,5
3826,604.0,28.0,18.0,20425.0,2.0,35.0,19.0,-3.0,78.0,49.0,5.0,36.0,9.0,0.0,28.0,61.0,6.0,1.7,9.924514919728203,0.0,1,3,1,5
3827,712.0,54.0,18.0,84089.0,23.0,65.0,1010.0,251.0,11.0,88.0,0.0,11.0,0.0,0.0,1.0,52.0,7.0,2.0,11.339631040735778,5.5254529391317835,3,2,3,8
3828,550.0,19.0,13.0,37097.0,3.0,68.0,54.0,2.0,41.0,12.0,12.0,42.0,23.0,11.0,24.0,74.0,8.0,1.5,10.521291382792283,0.6931471805599453,1,2,1,4
3829,658.0,58.0,15.0,91968.0,25.0,75.0,1145.0,645.0,5.0,55.0,9.0,32.0,2.0,2.0,13.0,22.0,3.0,1.8,11.429195969438696,6.4692503167957724,4,2,4,10
3830,1087.0,43.0,18.0,67864.0,18.0,88.0,714.0,-101.0,70.0,40.0,4.0,34.0,6.0,16.0,19.0,31.0,5.0,3.0,11.125260981487571,0.0,3,1,3,7
3831,867.0,51.0,15.0,74292.0,21.0,35.0,899.0,252.0,3.0,80.0,1.0,15.0,1.0,3.0,1.0,46.0,6.0,2.4,11.215758553307232,5.529429087511423,3,3,3,9
3832,935.0,54.0,18.0,67192.0,7.0,53.0,180.0,20.0,36.0,90.0,1.0,8.0,1.0,1.0,25.0,36.0,4.0,2.6,11.115309471805464,2.995732273553991,2,2,2,6
3833,710.0,39.0,14.0,46942.0,1.0,509.0,13.0,-4.0,78.0,58.0,1.0,34.0,4.0,4.0,31.0,54.0,6.0,1.9,10.756668076081487,0.0,1,1,1,3
3834,774.0,52.0,17.0,83217.0,13.0,11.0,434.0,239.0,3.0,85.0,2.0,12.0,0.0,1.0,4.0,50.0,5.0,2.1,11.329206932860474,5.476463551931511,3,4,3,10
